Customer_ID,Number_Of_Purchases,Total_Quantity,Sales_Revenue,Average_Purchase,Age,Gender,Location,Join_Date,Total_Spent
2333,13,37,1853.5,142.57692307692307,65,Male,Philadelphia,2023-06-04,5295.32
2334,19,63,2703.55,142.2921052631579,40,Male,Jacksonville,2022-05-19,9126.35
2335,14,47,1746.14,124.72428571428573,67,Female,Chicago,2022-08-01,6320.09
2336,25,75,3956.4,158.256,40,Female,Austin,2022-04-01,11659.52
2337,14,36,1872.21,133.7292857142857,67,Female,Jacksonville,2022-12-25,4392.12
2338,11,33,1700.64,154.60363636363638,58,Male,Chicago,2024-09-07,4896.56
2339,15,43,1821.88,121.45866666666667,63,Female,New York,2022-05-10,5153.04
2340,9,28,1316.98,146.3311111111111,30,Male,Houston,2023-08-24,4199.42
2341,10,28,1763.04,176.304,38,Female,Dallas,2022-03-27,5179.82
2342,17,52,1897.3899999999999,111.61117647058823,70,Female,Phoenix,2024-03-26,6463.36
2343,19,62,2329.82,122.6221052631579,66,Male,Phoenix,2022-03-16,7766.91
2344,14,40,1765.18,126.08428571428571,67,Male,Austin,2024-01-02,4254.18
2345,21,66,2755.15,131.19761904761904,35,Male,Philadelphia,2023-11-11,8537.1
2346,14,45,1952.8,139.4857142857143,43,Female,San Antonio,2024-06-13,6065.36
2347,10,25,1602.79,160.279,29,Female,Jacksonville,2023-11-26,4374.94
2348,16,47,2058.94,128.68375,41,Female,Los Angeles,2024-10-15,5857.13
2349,15,40,1742.02,116.13466666666666,23,Female,San Jose,2024-05-19,4662.09
2350,17,53,2331.7,137.15882352941176,52,Female,Philadelphia,2023-01-05,7341.09
2351,18,46,2022.55,112.36388888888888,23,Female,Austin,2022-07-30,5173.71
2352,19,54,2559.3,134.70000000000002,37,Female,San Jose,2023-08-29,7309.45
2353,12,40,1205.14,100.42833333333334,28,Female,Philadelphia,2024-05-22,3944.84
2354,9,29,1123.27,124.80777777777777,20,Female,San Jose,2024-07-04,3729.6
2355,18,50,2202.67,122.37055555555555,35,Male,Los Angeles,2024-06-09,5690.72
2356,10,31,1111.77,111.17699999999999,41,Male,New York,2024-04-11,3089.29
2357,11,38,1526.72,138.79272727272726,56,Female,New York,2022-10-20,5443.65
2358,14,37,1341.49,95.82071428571429,22,Male,Austin,2022-09-16,3486.33
2359,24,68,3026.34,126.09750000000001,41,Female,San Jose,2024-01-21,9070.59
2360,17,46,2016.8799999999999,118.63999999999999,56,Male,Austin,2022-03-08,5529.17
2361,14,44,1712.99,122.35642857142857,41,Female,San Diego,2024-07-10,4592.58
2362,18,59,2337.73,129.8738888888889,54,Male,Dallas,2022-06-07,7905.41
2363,10,26,1346.43,134.643,43,Female,Austin,2024-01-22,3794.37
2364,12,39,1701.6299999999999,141.80249999999998,33,Male,New York,2023-07-25,6048.98
2365,20,61,3235.95,161.79749999999999,49,Female,Dallas,2023-01-17,10415.99
2366,10,32,1318.22,131.822,34,Female,Jacksonville,2022-08-30,3949.02
2367,11,28,1905.03,173.18454545454546,31,Female,Jacksonville,2024-07-02,4845.7
2368,8,24,1417.32,177.165,30,Male,Chicago,2024-10-02,4280.61
2369,12,39,1388.95,115.74583333333334,46,Male,Jacksonville,2022-06-01,4357.66
2370,14,41,1335.26,95.37571428571428,23,Female,Austin,2024-06-30,3873.48
2371,11,36,1325.2,120.47272727272728,63,Male,Dallas,2023-12-13,4193.94
2372,13,35,2458.15,189.08846153846156,37,Male,Jacksonville,2023-08-18,6596.33
2373,14,51,1898.78,135.62714285714284,68,Female,Dallas,2022-12-23,6617.62
2374,11,32,1726.1,156.9181818181818,25,Male,Chicago,2023-04-05,5270.58
2375,17,49,1954.55,114.9735294117647,68,Female,New York,2023-04-30,5812.54
2376,11,29,1327.6100000000001,120.69181818181819,53,Female,San Diego,2024-01-10,3723.7
2377,17,55,2415.82,142.10705882352943,57,Male,Los Angeles,2022-09-23,7205.85
2378,27,92,3886.44,143.94222222222223,43,Female,Dallas,2023-09-26,14082.09
2379,14,42,2232.57,159.46928571428572,67,Female,San Jose,2024-04-21,6534.6
2380,17,58,2466.0,145.05882352941177,26,Female,Austin,2022-06-01,8352.6
2381,16,50,2119.91,132.494375,46,Female,Austin,2022-06-01,6058.28
2382,13,37,1778.63,136.8176923076923,40,Male,Dallas,2024-11-25,5165.98
2383,18,58,2338.88,129.9377777777778,67,Male,San Antonio,2023-01-08,7375.05
2384,14,46,2095.77,149.69785714285715,21,Male,Dallas,2024-10-26,7017.94
2385,12,32,1829.54,152.46166666666667,37,Male,Chicago,2022-11-10,5493.37
2386,8,26,942.6,117.825,63,Male,Philadelphia,2023-10-23,3151.47
2387,15,47,2319.8,154.65333333333334,36,Male,Phoenix,2024-11-28,7655.32
2388,14,44,1786.07,127.57642857142856,58,Female,Chicago,2023-02-07,5956.97
2389,15,41,2167.36,144.49066666666667,57,Male,Dallas,2023-09-13,6031.45
2390,19,56,2376.52,125.08,55,Male,Chicago,2022-12-12,7140.8
2391,19,54,2329.43,122.60157894736841,54,Male,New York,2023-11-23,6404.78
2392,18,46,2531.69,140.64944444444444,20,Female,Austin,2022-06-16,6252.04
2393,19,62,2249.45,118.39210526315789,67,Female,San Jose,2023-03-08,7520.77
2394,22,64,2975.37,135.24409090909091,49,Female,Austin,2022-03-04,8808.41
2395,9,23,1527.6,169.73333333333332,48,Male,Austin,2023-09-11,3671.3
2396,11,32,1198.3899999999999,108.94454545454545,37,Female,Los Angeles,2024-04-11,3171.43
2397,14,46,1805.1200000000001,128.93714285714287,28,Female,San Antonio,2022-05-03,6197.6
2398,16,38,1983.31,123.956875,47,Male,Philadelphia,2024-09-18,4888.85
2399,17,53,2109.16,124.06823529411764,38,Female,Jacksonville,2022-10-22,6658.79
2400,19,67,2920.92,153.73263157894738,43,Male,Philadelphia,2023-12-09,9865.52
2401,17,49,2315.73,136.21941176470588,53,Male,Philadelphia,2024-11-20,7082.59
2402,15,51,1699.03,113.26866666666666,47,Male,Phoenix,2023-05-11,5306.93
2403,10,26,1200.98,120.098,33,Male,Los Angeles,2024-07-09,2976.47
2404,14,42,1940.58,138.61285714285714,36,Female,San Jose,2022-04-14,5565.48
2405,18,61,2452.4,136.24444444444444,33,Male,Philadelphia,2024-05-06,8524.94
2406,15,43,2337.4900000000002,155.83266666666668,30,Male,San Diego,2023-10-03,7385.17
2407,19,44,2672.56,140.66105263157894,47,Female,Phoenix,2024-11-20,6494.18
2408,19,49,2342.33,123.28052631578947,19,Male,San Antonio,2024-10-15,6620.01
2409,10,23,1367.26,136.726,47,Male,Houston,2024-11-01,2938.49
2410,10,28,1495.7,149.57,21,Male,Phoenix,2023-12-24,4193.4
2411,18,46,2793.45,155.19166666666666,56,Female,Phoenix,2024-10-10,6847.47
2412,21,57,2231.91,106.28142857142856,24,Female,Chicago,2022-01-17,5384.71
2413,12,42,2057.42,171.45166666666668,64,Female,San Antonio,2023-06-26,7184.33
2414,11,32,1162.13,105.64818181818183,20,Female,New York,2024-01-20,3155.11
2415,17,47,2150.91,126.52411764705882,41,Female,Los Angeles,2023-02-03,5080.84
2416,15,43,1996.01,133.06733333333332,50,Female,Dallas,2024-03-02,5540.11
2417,17,47,2236.69,131.57,70,Male,Chicago,2023-07-27,6990.05
2418,14,41,1903.79,135.98499999999999,43,Female,Philadelphia,2022-07-18,5171.04
2419,16,57,1964.32,122.77,66,Male,Houston,2024-01-19,6882.2
2420,19,62,2346.75,123.51315789473684,43,Male,New York,2024-11-08,7516.64
2421,13,31,1407.6,108.27692307692307,26,Female,San Diego,2022-03-21,3813.12
2422,17,49,2135.9,125.64117647058823,47,Male,San Jose,2024-11-29,5680.77
2423,15,54,1815.93,121.062,26,Female,San Jose,2024-11-21,6340.64
2424,23,68,2878.7799999999997,125.16434782608694,28,Female,San Jose,2023-10-15,8328.57
2425,14,41,1531.4099999999999,109.38642857142857,55,Female,Dallas,2023-09-05,4539.48
2426,12,37,1141.42,95.11833333333334,52,Female,Jacksonville,2024-11-09,3532.97
2427,13,46,2007.42,154.41692307692307,48,Male,Philadelphia,2023-09-06,7263.47
2428,14,42,1658.33,118.45214285714285,61,Male,San Antonio,2023-11-10,4831.75
2429,10,29,1509.64,150.964,68,Male,San Jose,2023-09-23,5119.58
2430,21,75,2469.81,117.61,34,Male,Jacksonville,2024-08-29,8792.97
2431,13,40,1732.12,133.23999999999998,55,Female,Chicago,2022-04-16,5408.64
2432,21,54,2775.04,132.1447619047619,58,Female,Chicago,2024-12-09,6516.15
2433,13,35,2166.61,166.6623076923077,20,Male,Houston,2023-05-12,6017.04
2434,17,56,2722.5,160.14705882352942,46,Female,San Antonio,2022-02-08,9140.31
2435,12,34,2062.68,171.89,44,Male,San Antonio,2022-11-07,5632.74
2436,17,44,2380.85,140.04999999999998,67,Female,Jacksonville,2024-10-24,6438.69
2437,15,40,2183.45,145.56333333333333,63,Male,Dallas,2022-05-08,5631.89
2438,15,49,1771.65,118.11,53,Female,Austin,2023-03-01,5239.35
2439,18,58,2458.09,136.56055555555557,51,Female,Philadelphia,2024-09-06,8217.5
2440,7,17,935.33,133.61857142857144,47,Female,Dallas,2022-12-21,1779.62
2441,14,38,1893.46,135.24714285714285,61,Female,San Jose,2023-12-27,4734.02
2442,13,44,1725.48,132.72923076923078,30,Male,Phoenix,2024-09-18,5640.83
2443,22,59,3046.42,138.47363636363636,32,Female,Phoenix,2023-09-04,7910.09
2444,14,41,1405.95,100.425,62,Female,Philadelphia,2023-03-01,4406.98
2445,8,24,1455.74,181.9675,40,Female,Phoenix,2024-09-09,4858.95
2446,9,27,1004.8,111.64444444444445,54,Female,San Antonio,2022-09-07,3229.71
2447,21,60,2619.75,124.75,67,Male,Phoenix,2023-12-08,8154.74
2448,14,30,1565.63,111.8307142857143,36,Male,Philadelphia,2022-03-28,3086.43
2449,20,59,2572.75,128.6375,59,Female,Jacksonville,2024-06-24,6757.61
2450,19,53,3025.57,159.24052631578948,31,Male,Dallas,2024-09-08,8267.54
2451,17,56,2073.87,121.99235294117646,53,Female,Chicago,2023-07-10,7898.54
2452,13,45,1544.62,118.81692307692308,57,Male,Houston,2022-08-12,5379.56
2453,13,41,1886.41,145.10846153846154,60,Male,Austin,2022-04-14,5622.75
2454,10,26,1398.01,139.801,21,Male,San Antonio,2023-04-22,3461.75
2455,15,44,2045.41,136.36066666666667,63,Female,Los Angeles,2023-11-08,6471.04
2456,19,67,2408.03,126.7384210526316,18,Male,San Antonio,2022-10-09,9161.38
2457,15,43,2540.85,169.39,48,Male,Phoenix,2024-09-01,7097.24
2458,16,44,2070.17,129.385625,36,Male,Los Angeles,2023-10-20,6479.99
2459,19,60,2725.04,143.42315789473685,52,Male,Chicago,2023-04-21,8853.12
2460,15,58,2641.47,176.09799999999998,29,Male,San Antonio,2024-05-05,10738.58
2461,14,46,1932.31,138.02214285714285,29,Female,New York,2024-10-11,7199.5
2462,11,35,1322.25,120.20454545454545,37,Male,Philadelphia,2022-01-19,3593.93
2463,14,36,1733.56,123.82571428571428,47,Female,Chicago,2023-08-06,5066.44
2464,19,46,2636.43,138.75947368421052,47,Female,Houston,2024-10-29,5654.9
2465,20,57,2380.13,119.0065,39,Male,Jacksonville,2022-08-19,6927.02
2466,11,30,1884.93,171.35727272727274,59,Female,Jacksonville,2024-07-28,5121.83
2467,10,25,1164.56,116.45599999999999,18,Female,Phoenix,2023-01-17,2847.36
2468,17,46,2482.07,146.00411764705882,29,Female,San Antonio,2023-01-31,6526.77
2469,15,50,2429.84,161.98933333333335,38,Male,San Antonio,2024-11-21,7517.62
2470,22,50,2722.68,123.75818181818181,29,Male,San Diego,2022-07-15,6036.21
2471,16,44,2635.16,164.6975,33,Male,Phoenix,2023-10-25,7400.62
2472,22,68,2862.69,130.12227272727273,33,Female,Phoenix,2024-02-25,8847.45
2473,13,44,1748.14,134.4723076923077,37,Male,Phoenix,2023-11-07,6118.5
2474,22,59,3056.98,138.95363636363638,62,Male,New York,2024-01-07,8176.65
2475,15,50,2141.08,142.73866666666666,47,Female,Chicago,2022-08-31,8059.76
2476,15,42,1882.05,125.47,61,Female,Jacksonville,2024-04-10,5784.46
2477,15,54,1554.8,103.65333333333334,58,Female,Philadelphia,2022-08-29,5621.9
2478,11,38,1850.41,168.2190909090909,32,Male,San Diego,2023-03-29,6336.48
2479,10,30,1168.15,116.81500000000001,47,Female,San Antonio,2022-11-10,3381.83
2480,16,60,2886.62,180.41375,66,Male,Houston,2024-08-22,10728.03
2481,14,39,2328.67,166.33357142857145,51,Female,Dallas,2022-06-17,6626.77
2482,15,42,2133.3,142.22,22,Male,New York,2024-01-11,5888.84
2483,15,49,2252.2400000000002,150.14933333333335,30,Male,Chicago,2024-11-01,7265.25
2484,14,27,1843.8400000000001,131.70285714285714,51,Female,Los Angeles,2023-11-03,3085.0
2485,20,45,2518.27,125.9135,63,Female,Los Angeles,2023-02-25,5714.03
2486,16,51,2565.02,160.31375,46,Male,San Diego,2024-11-11,8035.21
2487,15,52,2188.87,145.92466666666667,50,Female,San Diego,2022-09-28,7382.15
2488,11,33,1155.62,105.05636363636363,53,Female,Austin,2022-04-29,3724.84
2489,16,52,2657.59,166.099375,64,Male,San Antonio,2023-09-24,8718.9
2490,14,46,1560.33,111.45214285714285,70,Male,Jacksonville,2023-06-06,4849.09
2491,22,75,3173.14,144.23363636363635,55,Male,New York,2023-03-23,10715.37
2492,18,59,2096.49,116.47166666666665,40,Male,Dallas,2024-05-17,6687.43
2493,12,36,1546.94,128.91166666666666,22,Female,New York,2022-05-04,4096.65
2494,13,42,1833.85,141.0653846153846,44,Male,Chicago,2023-08-11,5610.47
2495,11,28,1493.51,135.77363636363637,41,Female,San Diego,2024-05-10,3059.23
2496,14,41,2085.73,148.9807142857143,42,Male,Austin,2024-02-13,6633.79
2497,14,48,1731.16,123.65428571428572,59,Female,Los Angeles,2022-09-30,5495.15
2498,11,31,983.51,89.41,52,Female,Dallas,2023-01-01,2872.64
2499,17,63,2428.38,142.84588235294117,64,Male,New York,2022-09-18,9343.8
2500,20,60,2956.88,147.844,37,Female,Austin,2022-02-16,8689.37
2501,16,48,2842.99,177.686875,52,Female,Houston,2024-05-18,9093.93
2502,17,42,2169.9700000000003,127.64529411764707,47,Female,Chicago,2023-05-22,6057.97
2503,15,43,2180.83,145.38866666666667,30,Male,New York,2023-07-19,6318.09
2504,9,24,619.7099999999999,68.85666666666665,57,Male,Houston,2024-05-08,1593.23
2505,15,50,1488.99,99.266,22,Male,San Jose,2023-02-27,5049.12
2506,14,39,1611.97,115.14071428571428,46,Male,Houston,2022-03-10,5165.86
2507,12,39,1936.07,161.33916666666667,43,Female,Houston,2022-04-01,6123.86
2508,18,51,2721.34,151.18555555555557,66,Male,Chicago,2023-03-21,7181.28
2509,20,54,2777.56,138.878,36,Male,Jacksonville,2024-10-28,6946.38
2510,15,50,2028.54,135.236,54,Female,Houston,2023-10-16,7532.97
2511,20,57,2785.84,139.292,27,Male,San Antonio,2023-09-11,8242.68
2512,12,36,1558.47,129.8725,35,Male,Dallas,2023-09-08,4152.1
2513,10,29,1436.4,143.64000000000001,58,Female,Dallas,2022-12-25,4501.57
2514,13,43,1580.34,121.56461538461538,21,Female,Austin,2024-10-12,5648.01
2515,11,31,1861.69,169.24454545454546,68,Female,Jacksonville,2024-02-20,5374.79
2516,18,60,2109.76,117.20888888888891,44,Male,Phoenix,2024-05-02,7881.92
2517,20,69,2920.76,146.038,29,Female,Houston,2024-02-10,10848.51
2518,18,57,2100.29,116.68277777777777,37,Male,San Diego,2023-04-07,6834.81
2519,17,51,2169.25,127.6029411764706,53,Female,San Antonio,2022-04-29,6567.53
2520,20,59,3143.2,157.16,26,Female,Houston,2024-12-21,9521.02
2521,19,64,2739.49,144.1836842105263,31,Female,Austin,2023-06-07,9028.69
2522,11,36,948.09,86.19,46,Female,Los Angeles,2022-06-11,3171.45
2523,23,66,2907.06,126.39391304347826,21,Female,San Antonio,2023-01-26,7916.0
2524,14,50,2159.41,154.2435714285714,22,Male,San Jose,2022-03-22,7297.99
2525,12,36,1492.03,124.33583333333333,48,Male,Philadelphia,2023-03-21,4443.51
2526,19,56,3010.22,158.43263157894737,18,Male,Houston,2023-09-13,9230.09
2527,14,46,2312.16,165.1542857142857,65,Female,Houston,2022-08-29,7235.65
2528,15,51,2333.57,155.57133333333334,43,Male,Dallas,2023-02-23,8223.39
2529,11,35,1365.66,124.1509090909091,67,Female,San Antonio,2023-10-21,3739.19
2530,16,46,2203.56,137.7225,52,Female,Phoenix,2024-08-12,6198.07
2531,17,57,2755.3,162.0764705882353,41,Female,San Diego,2023-06-20,9216.79
2532,22,71,3018.55,137.2068181818182,69,Female,Philadelphia,2022-07-21,10035.98
2533,16,43,1944.76,121.5475,41,Female,San Antonio,2023-02-21,5395.51
2534,15,43,1889.46,125.964,54,Male,Jacksonville,2022-04-04,5485.8
2535,15,48,2195.54,146.36933333333334,19,Female,Dallas,2022-10-26,6818.17
2536,13,30,1845.15,141.9346153846154,36,Male,Houston,2024-05-05,4359.4
2537,19,61,2644.37,139.17736842105262,32,Female,San Jose,2023-11-07,8007.06
2538,16,36,1932.69,120.793125,49,Female,Phoenix,2023-05-19,4495.69
2539,16,60,2249.08,140.5675,64,Female,San Diego,2024-09-27,8821.98
2540,9,32,1772.05,196.89444444444445,64,Female,Chicago,2022-12-11,6128.26
2541,14,43,2000.61,142.9007142857143,64,Female,Chicago,2022-10-14,6176.87
2542,14,47,2222.2200000000003,158.73000000000002,51,Male,Los Angeles,2022-05-01,7223.4
2543,12,41,1542.48,128.54,66,Male,San Antonio,2022-04-10,5327.96
2544,12,40,1367.54,113.96166666666666,58,Male,Los Angeles,2022-10-09,5027.76
2545,22,58,2914.59,132.48136363636365,18,Male,Dallas,2022-11-06,8024.39
2546,17,52,2446.98,143.94,41,Male,San Jose,2024-07-22,7156.68
2547,13,46,1728.57,132.96692307692308,60,Female,New York,2024-09-16,6013.62
2548,20,72,2177.41,108.87049999999999,52,Female,New York,2022-01-14,8157.66
2549,17,32,2210.0299999999997,130.00176470588235,51,Female,Dallas,2022-02-04,4103.12
2550,11,31,1758.19,159.83545454545455,19,Female,Chicago,2023-08-11,5284.07
2551,12,40,1410.8200000000002,117.56833333333334,24,Male,Houston,2022-08-08,4174.79
2552,11,32,1355.3899999999999,123.21727272727271,57,Female,Philadelphia,2023-01-29,3237.18
2553,15,48,2039.33,135.95533333333333,68,Female,Los Angeles,2023-07-02,6824.87
2554,9,30,1526.42,169.60222222222222,43,Female,San Jose,2024-02-04,5227.35
2555,19,56,2952.97,155.41947368421052,62,Male,Phoenix,2023-05-14,9364.21
2556,15,41,1995.52,133.03466666666665,59,Male,Los Angeles,2022-06-15,5242.48
2557,8,22,1058.1,132.2625,42,Female,Dallas,2024-04-10,2541.75
2558,12,37,1309.04,109.08666666666666,21,Male,Jacksonville,2024-09-01,4239.87
2559,14,46,1917.44,136.96,23,Female,San Antonio,2022-12-17,6250.39
2560,19,60,3145.0,165.52631578947367,54,Male,Dallas,2023-11-10,10107.63
2561,15,44,1917.8600000000001,127.85733333333334,32,Male,Jacksonville,2022-03-29,6006.11
2562,14,34,2232.71,159.4792857142857,35,Male,Los Angeles,2024-08-31,5652.97
2563,13,31,1717.6299999999999,132.1253846153846,52,Male,Chicago,2023-07-29,4362.58
2564,19,51,2626.79,138.2521052631579,19,Male,San Jose,2023-10-07,6740.15
2565,18,45,2704.61,150.25611111111112,66,Female,Los Angeles,2022-10-23,7548.82
2566,19,53,2749.86,144.72947368421055,28,Male,San Jose,2023-09-05,7725.31
2567,11,34,1746.5900000000001,158.7809090909091,61,Female,San Antonio,2024-03-07,5707.12
2568,12,24,1675.78,139.64833333333334,68,Male,Dallas,2022-10-14,3572.28
2569,17,48,2073.63,121.97823529411765,21,Male,San Antonio,2023-12-10,6009.98
2570,20,46,2872.85,143.64249999999998,22,Female,San Jose,2023-04-21,6721.36
2571,21,66,2875.11,136.91,67,Female,New York,2024-03-23,8449.26
2572,15,41,1997.33,133.15533333333332,68,Female,San Diego,2023-07-14,5548.3
2573,12,40,1977.38,164.78166666666667,40,Female,San Antonio,2023-04-13,6881.95
2574,12,42,2033.67,169.4725,61,Female,Los Angeles,2023-01-16,6736.17
2575,14,50,1840.3,131.45,69,Male,Jacksonville,2023-08-28,7031.43
2576,17,56,2291.06,134.76823529411763,23,Female,Chicago,2022-05-31,6896.53
2577,18,59,2765.16,153.62,63,Male,Jacksonville,2024-02-18,9958.36
2578,10,33,1383.93,138.393,38,Female,Los Angeles,2024-03-08,4217.93
2579,14,45,1834.36,131.0257142857143,18,Female,San Diego,2022-07-07,6102.71
2580,20,59,2740.94,137.047,66,Female,Los Angeles,2024-01-08,8679.96
2581,11,41,1641.17,149.19727272727275,23,Male,San Antonio,2022-09-29,6558.37
2582,16,57,1928.96,120.56,53,Female,Los Angeles,2024-07-08,6346.57
2583,16,49,2079.99,129.999375,23,Female,Dallas,2022-02-23,6555.25
2584,12,36,1766.3,147.19166666666666,56,Female,San Antonio,2022-07-10,5199.3
2585,11,38,1857.7,168.88181818181818,36,Female,San Antonio,2022-01-26,6396.26
2586,17,58,1819.81,107.04764705882353,64,Male,San Jose,2022-06-23,7298.81
2587,19,50,2484.28,130.75157894736844,28,Female,Chicago,2024-12-03,6955.59
2588,12,33,1179.1,98.25833333333333,35,Female,Phoenix,2022-10-12,3397.01
2589,14,45,1884.78,134.62714285714284,27,Male,Chicago,2024-10-06,5906.09
2590,17,53,2605.5,153.26470588235293,35,Female,Phoenix,2024-06-09,7611.8
2591,11,32,1394.43,126.76636363636364,68,Male,Philadelphia,2024-09-18,4187.78
2592,16,49,2413.04,150.815,33,Female,San Jose,2023-05-31,7082.64
2593,21,68,2731.9500000000003,130.09285714285716,47,Male,Chicago,2023-02-05,9330.51
2594,9,25,676.55,75.17222222222222,18,Female,Philadelphia,2023-09-16,1844.84
2595,12,36,1527.5900000000001,127.29916666666668,69,Female,San Diego,2024-02-18,4485.87
2596,13,38,1564.99,120.38384615384615,45,Male,Phoenix,2023-11-17,5292.45
2597,14,44,1944.26,138.87571428571428,56,Male,San Diego,2023-10-19,6415.66
2598,12,37,1283.3600000000001,106.94666666666667,29,Female,Philadelphia,2023-10-06,4111.08
2599,22,59,2786.06,126.63909090909091,65,Female,San Jose,2023-08-20,7008.5
2600,15,41,1798.8000000000002,119.92000000000002,38,Female,Phoenix,2023-05-12,4923.83
2601,14,40,1829.34,130.66714285714286,41,Male,San Jose,2024-03-15,5332.24
2602,9,26,1342.77,149.19666666666666,55,Male,Austin,2023-02-14,3888.17
2603,25,80,2933.89,117.3556,64,Female,Jacksonville,2022-02-25,10522.2
2604,9,22,1487.73,165.30333333333334,46,Female,Jacksonville,2023-03-06,3499.88
2605,28,88,3228.82,115.31500000000001,70,Female,Austin,2022-05-22,10141.21
2606,16,46,1977.32,123.5825,26,Female,Houston,2024-10-19,6024.85
2607,20,61,2622.09,131.1045,60,Male,Jacksonville,2023-06-02,7398.07
2608,12,40,1606.7,133.89166666666668,68,Female,Los Angeles,2024-05-16,5149.61
2609,16,57,2038.09,127.380625,56,Female,San Jose,2024-07-08,7451.66
2610,16,49,1979.02,123.68875,52,Female,Dallas,2024-03-31,6172.26
2611,13,34,1814.49,139.57615384615386,68,Female,Jacksonville,2022-03-17,5333.39
2612,8,31,1262.69,157.83625,24,Male,Austin,2022-06-24,4937.06
2613,19,50,2415.44,127.12842105263158,28,Male,San Jose,2023-12-29,6639.84
2614,14,34,1488.49,106.32071428571429,66,Female,San Antonio,2024-03-29,3591.54
2615,10,29,1103.85,110.38499999999999,18,Male,Phoenix,2022-08-05,2953.92
2616,16,36,1796.95,112.309375,50,Male,San Diego,2023-03-31,4511.72
2617,14,38,1519.48,108.53428571428572,43,Female,Austin,2024-02-06,4062.83
2618,18,64,2466.44,137.02444444444444,27,Female,New York,2024-10-21,8927.01
2619,12,37,1446.33,120.52749999999999,24,Female,San Antonio,2024-09-15,3917.18
2620,17,51,2535.16,149.1270588235294,25,Male,Philadelphia,2022-06-25,7748.79
2621,18,53,2701.33,150.0738888888889,39,Female,Houston,2023-10-01,7242.42
2622,18,59,2498.27,138.7927777777778,48,Female,San Diego,2024-12-03,7643.31
2623,18,52,1806.6,100.36666666666666,46,Female,Philadelphia,2022-07-19,4826.81
2624,13,41,1681.64,129.3569230769231,37,Male,Jacksonville,2022-05-18,6268.75
2625,10,21,1583.51,158.351,19,Female,Austin,2022-08-24,3338.48
2626,21,64,3293.48,156.83238095238096,61,Male,Jacksonville,2022-08-12,9686.09
2627,10,42,1189.02,118.902,51,Male,Dallas,2023-05-15,5195.56
2628,14,45,1688.38,120.59857142857143,39,Female,San Diego,2022-11-24,5795.59
2629,18,55,2589.75,143.875,69,Female,Austin,2023-04-20,7396.76
2630,6,23,817.46,136.24333333333334,29,Female,San Antonio,2023-01-13,3024.49
2631,14,45,1877.73,134.12357142857144,65,Male,San Diego,2022-03-01,5986.69
2632,19,52,2456.8,129.30526315789476,42,Male,Jacksonville,2024-05-29,7203.57
2633,13,41,1810.17,139.24384615384616,31,Female,Jacksonville,2023-03-16,6360.91
2634,24,70,2963.91,123.49624999999999,54,Male,Dallas,2022-05-09,8729.09
2635,26,70,3188.06,122.61769230769231,41,Female,Houston,2023-01-18,8934.18
2636,11,26,1513.73,137.6118181818182,25,Female,Austin,2024-07-26,3678.19
2637,17,55,2258.57,132.85705882352943,51,Female,San Jose,2024-09-29,7664.1
2638,14,48,2292.75,163.76785714285714,57,Female,San Jose,2024-03-06,7848.21
2639,12,38,1712.15,142.67916666666667,40,Female,San Diego,2022-08-22,5121.82
2640,14,31,1923.54,137.3957142857143,70,Female,San Jose,2022-12-20,4198.91
2641,15,48,1891.62,126.10799999999999,61,Male,Philadelphia,2022-06-23,5811.3
2642,10,28,1405.46,140.546,33,Female,Los Angeles,2022-08-30,3938.72
2643,17,53,2303.28,135.48705882352942,41,Male,Dallas,2023-01-10,7448.05
2644,17,52,1943.69,114.33470588235295,44,Male,San Jose,2024-03-06,4771.19
2645,21,48,2937.96,139.90285714285716,45,Male,San Diego,2024-02-25,6436.18
2646,21,60,2789.41,132.8290476190476,53,Male,San Diego,2022-12-21,7409.59
2647,10,29,1341.01,134.101,26,Male,Philadelphia,2023-08-15,3732.07
2648,12,31,1679.77,139.98083333333332,57,Male,Philadelphia,2024-07-12,4275.98
2649,20,57,2782.61,139.1305,49,Male,Houston,2022-01-20,8203.88
2650,12,32,1871.31,155.9425,53,Female,San Antonio,2024-02-26,4956.48
2651,12,41,1279.1299999999999,106.59416666666665,44,Female,San Diego,2024-10-04,4093.03
2652,20,57,2538.95,126.94749999999999,23,Male,Houston,2022-12-09,6529.6
2653,16,46,2554.5,159.65625,20,Female,Houston,2023-08-22,7061.52
2654,17,46,2353.02,138.41294117647058,28,Female,San Jose,2023-08-15,6450.53
2655,18,49,2484.4,138.02222222222224,53,Male,San Jose,2024-10-11,6897.99
2656,12,36,1638.4,136.53333333333333,35,Female,Dallas,2022-08-22,5169.88
2657,12,32,1974.35,164.52916666666667,66,Female,Dallas,2022-03-27,5568.75
2658,11,34,1895.44,172.31272727272727,45,Male,Jacksonville,2023-03-24,5453.53
2659,26,60,3304.63,127.10115384615385,37,Male,San Diego,2023-05-22,7192.8
2660,11,33,1405.29,127.75363636363636,40,Male,San Diego,2023-06-23,4015.11
2661,13,34,1819.08,139.92923076923077,67,Male,Houston,2022-08-29,4758.14
2662,7,12,1083.2,154.74285714285716,63,Female,Chicago,2023-12-20,1674.97
2663,16,52,2438.44,152.4025,68,Male,Houston,2022-10-13,8590.8
2664,17,55,2202.59,129.56411764705882,54,Female,Dallas,2022-05-02,7325.35
2665,17,54,1978.6499999999999,116.39117647058822,56,Male,Philadelphia,2023-07-30,5994.68
