Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel,Revenue
2702,121,2964,2022-12-25,3,60.64,Online,60.64
2703,182,2791,2025-09-09,2,227.28,Online,227.28
2704,144,2980,2024-09-08,2,15.05,In-Store,15.05
2705,109,2117,2025-01-09,4,101.18,Online,101.18
2706,115,2850,2023-12-17,1,101.23,In-Store,101.23
2707,158,2452,2023-03-05,5,126.55,In-Store,126.55
2708,167,2445,2024-12-15,5,235.98,Online,235.98
2709,136,2579,2022-07-23,2,220.89,Online,220.89
2710,168,2987,2025-08-04,2,152.68,Online,152.68
2711,127,2521,2024-03-04,4,200.1,Online,200.1
2712,119,2114,2025-03-02,2,212.28,In-Store,212.28
2713,119,2577,2024-12-03,2,212.28,Online,212.28
2714,183,2854,2023-04-29,5,209.04,Online,209.04
2715,148,2201,2024-01-26,4,139.42,Online,139.42
2716,178,2545,2025-08-06,5,81.85,Online,81.85
2717,192,2140,2025-11-03,2,53.05,Online,53.05
2718,180,2095,2024-08-23,3,77.62,In-Store,77.62
2719,186,2095,2025-11-02,5,28.06,Online,28.06
2720,149,2914,2025-06-18,3,198.31,In-Store,198.31
2721,109,2895,2025-05-01,2,101.18,In-Store,101.18
2722,190,2449,2025-02-16,3,197.23,In-Store,197.23
2723,153,2440,2025-09-19,4,55.98,In-Store,55.98
2724,157,2573,2024-10-20,4,232.33,In-Store,232.33
2725,200,2699,2023-09-26,2,241.01,Online,241.01
2726,137,2664,2023-12-11,4,67.81,In-Store,67.81
2727,123,2580,2024-12-06,2,73.57,In-Store,73.57
2728,128,2283,2024-10-30,2,101.59,In-Store,101.59
2729,186,2099,2025-04-19,1,28.06,In-Store,28.06
2730,119,2808,2025-08-24,4,212.28,Online,212.28
2731,158,2047,2025-06-25,4,126.55,In-Store,126.55
2732,127,2138,2025-10-23,2,200.1,Online,200.1
2733,186,2284,2025-05-04,3,28.06,Online,28.06
2734,168,2312,2024-11-13,1,152.68,In-Store,152.68
2735,129,2324,2024-05-07,3,216.59,In-Store,216.59
2736,120,2860,2024-10-03,4,203.21,In-Store,203.21
2737,197,2335,2024-10-25,3,217.44,Online,217.44
2738,185,2782,2024-04-27,4,142.4,Online,142.4
2739,111,2326,2025-07-07,1,243.55,In-Store,243.55
2740,188,2953,2025-01-28,4,20.04,Online,20.04
2741,190,2066,2025-09-23,2,197.23,Online,197.23
2742,164,2477,2023-04-11,5,22.03,In-Store,22.03
2743,138,2113,2023-03-05,5,185.66,Online,185.66
2744,166,2541,2022-11-26,4,152.81,Online,152.81
2745,174,2252,2024-06-28,3,139.03,Online,139.03
2746,195,2160,2024-07-21,5,93.92,Online,93.92
2747,196,2842,2025-01-31,5,168.41,Online,168.41
2748,141,2911,2023-07-17,5,232.94,In-Store,232.94
2749,180,2949,2025-12-27,2,77.62,In-Store,77.62
2750,126,2724,2023-11-21,3,191.39,In-Store,191.39
2751,144,2014,2025-08-20,2,15.05,Online,15.05
2752,190,2111,2022-10-09,1,197.23,Online,197.23
2753,184,2987,2024-10-27,5,195.07,In-Store,195.07
2754,149,2408,2025-11-24,4,198.31,Online,198.31
2755,104,2826,2022-12-29,3,65.84,In-Store,65.84
2756,106,2304,2024-07-09,2,117.81,Online,117.81
2757,131,2351,2022-10-07,3,114.34,Online,114.34
2758,189,2659,2025-08-31,4,60.42,In-Store,60.42
2759,167,2579,2023-04-01,3,235.98,Online,235.98
2760,164,2616,2023-06-17,1,22.03,In-Store,22.03
2761,116,2516,2024-05-22,1,98.84,Online,98.84
2762,199,2137,2023-05-07,5,37.68,In-Store,37.68
2763,178,2156,2023-08-06,5,81.85,In-Store,81.85
2764,151,2477,2024-06-21,4,108.66,Online,108.66
2765,168,2004,2025-04-17,3,152.68,In-Store,152.68
2766,116,2625,2023-10-13,1,98.84,In-Store,98.84
2767,163,2746,2025-11-26,5,186.58,In-Store,186.58
2768,183,2971,2024-12-13,3,209.04,In-Store,209.04
2769,168,2642,2023-03-08,2,152.68,In-Store,152.68
2770,172,2362,2025-07-29,3,232.96,In-Store,232.96
2771,135,2299,2024-09-02,5,87.8,Online,87.8
2772,181,2599,2024-09-14,1,175.0,In-Store,175.0
2773,186,2971,2025-12-08,4,28.06,In-Store,28.06
2774,167,2137,2025-11-16,1,235.98,In-Store,235.98
2775,167,2491,2023-11-07,5,235.98,Online,235.98
2776,196,2728,2024-11-20,2,168.41,In-Store,168.41
2777,192,2483,2025-05-09,4,53.05,Online,53.05
2778,197,2605,2025-12-28,3,217.44,In-Store,217.44
2779,192,2567,2024-08-01,1,53.05,Online,53.05
2780,165,2286,2024-12-17,2,240.59,Online,240.59
2781,186,2861,2025-04-20,5,28.06,Online,28.06
2782,188,2268,2024-02-20,2,20.04,In-Store,20.04
2783,170,2235,2025-06-24,4,59.02,Online,59.02
2784,199,2175,2024-02-21,4,37.68,In-Store,37.68
2785,162,2059,2024-07-07,3,55.58,In-Store,55.58
2786,172,2301,2025-03-01,1,232.96,In-Store,232.96
2787,121,2432,2025-11-26,5,60.64,In-Store,60.64
2788,131,2981,2022-02-17,3,114.34,Online,114.34
2789,186,2651,2025-10-25,5,28.06,In-Store,28.06
2790,159,2786,2025-11-17,4,49.51,In-Store,49.51
2791,172,2455,2025-09-05,2,232.96,In-Store,232.96
2792,161,2499,2025-04-19,4,177.18,Online,177.18
2793,185,2992,2023-09-20,4,142.4,Online,142.4
2794,165,2240,2024-04-02,2,240.59,Online,240.59
2795,176,2829,2023-06-06,5,78.4,Online,78.4
2796,162,2505,2024-02-02,2,55.58,In-Store,55.58
2797,168,2840,2025-11-10,1,152.68,Online,152.68
2798,126,2864,2025-06-10,4,191.39,Online,191.39
2799,172,2723,2025-11-27,2,232.96,In-Store,232.96
2800,146,2385,2025-02-04,1,26.18,In-Store,26.18
2801,125,2126,2024-12-02,4,62.64,In-Store,62.64
2802,172,2199,2025-12-21,3,232.96,In-Store,232.96
2803,141,2253,2025-06-14,3,232.94,Online,232.94
2804,120,2580,2024-05-31,3,203.21,Online,203.21
2805,164,2902,2025-08-22,3,22.03,In-Store,22.03
2806,123,2626,2025-04-04,4,73.57,Online,73.57
2807,159,2221,2024-09-06,2,49.51,Online,49.51
2808,114,2828,2025-11-03,4,195.54,Online,195.54
2809,128,2495,2025-03-31,4,101.59,Online,101.59
2810,139,2408,2024-12-30,4,168.34,Online,168.34
2811,143,2593,2023-02-16,3,39.04,Online,39.04
2812,145,2978,2023-11-17,1,62.85,In-Store,62.85
2813,156,2272,2024-05-12,1,22.14,Online,22.14
2814,168,2850,2025-09-12,4,152.68,Online,152.68
2815,101,2416,2024-05-09,3,187.97,Online,187.97
2816,112,2946,2025-04-10,1,80.36,Online,80.36
2817,193,2067,2025-02-04,3,74.03,In-Store,74.03
2818,144,2838,2024-11-15,3,15.05,In-Store,15.05
2819,158,2098,2024-11-05,5,126.55,Online,126.55
2820,162,2607,2023-08-20,5,55.58,Online,55.58
2821,183,2650,2024-06-10,2,209.04,In-Store,209.04
2822,169,2703,2023-10-14,3,167.77,Online,167.77
2823,174,2756,2023-06-17,5,139.03,In-Store,139.03
2824,155,2030,2024-04-07,5,219.88,In-Store,219.88
2825,130,2725,2025-06-04,2,190.21,Online,190.21
2826,200,2659,2023-05-24,2,241.01,Online,241.01
2827,189,2674,2024-04-28,5,60.42,Online,60.42
2828,192,2627,2023-10-08,2,53.05,In-Store,53.05
2829,101,2609,2024-07-08,3,187.97,Online,187.97
2830,120,2666,2023-10-15,2,203.21,In-Store,203.21
2831,107,2602,2025-07-04,4,177.55,In-Store,177.55
2832,125,2391,2024-09-27,5,62.64,Online,62.64
2833,139,2902,2023-07-20,5,168.34,In-Store,168.34
2834,139,2757,2024-06-18,4,168.34,In-Store,168.34
2835,106,2986,2025-02-23,3,117.81,In-Store,117.81
2836,104,2070,2025-08-12,1,65.84,Online,65.84
2837,145,2201,2024-07-11,3,62.85,Online,62.85
2838,110,2832,2025-01-30,5,73.49,In-Store,73.49
2839,164,2704,2025-03-21,3,22.03,Online,22.03
2840,182,2196,2025-10-06,3,227.28,Online,227.28
2841,166,2775,2023-07-10,3,152.81,In-Store,152.81
2842,175,2290,2025-10-03,3,233.98,In-Store,233.98
2843,120,2517,2024-09-15,5,203.21,Online,203.21
2844,179,2769,2024-06-02,3,37.7,Online,37.7
2845,194,2584,2022-07-31,2,216.06,In-Store,216.06
2846,125,2473,2024-11-10,5,62.64,Online,62.64
2847,115,2359,2024-01-26,5,101.23,In-Store,101.23
2848,169,2934,2024-03-14,1,167.77,In-Store,167.77
2849,144,2196,2025-04-03,5,15.05,Online,15.05
2850,110,2948,2025-12-31,3,73.49,Online,73.49
2851,179,2572,2025-05-06,3,37.7,In-Store,37.7
2852,134,2485,2025-05-20,1,99.74,In-Store,99.74
2853,151,2350,2024-07-19,1,108.66,Online,108.66
2854,158,2263,2025-04-14,5,126.55,In-Store,126.55
2855,190,2932,2025-07-02,2,197.23,In-Store,197.23
2856,136,2989,2025-09-26,5,220.89,Online,220.89
2857,103,2192,2024-08-27,3,111.26,Online,111.26
2858,189,2579,2025-12-13,2,60.42,Online,60.42
2859,154,2836,2022-10-04,1,111.25,In-Store,111.25
2860,102,2641,2023-02-22,1,186.75,In-Store,186.75
2861,166,2972,2025-03-07,1,152.81,In-Store,152.81
2862,136,2333,2023-09-11,5,220.89,In-Store,220.89
2863,193,2307,2025-10-28,2,74.03,Online,74.03
2864,161,2582,2025-06-13,3,177.18,Online,177.18
2865,197,2001,2025-07-03,3,217.44,Online,217.44
2866,185,2537,2025-09-17,4,142.4,In-Store,142.4
2867,108,2521,2025-10-11,1,61.68,Online,61.68
2868,125,2343,2023-04-15,5,62.64,Online,62.64
2869,164,2671,2024-04-17,1,22.03,Online,22.03
2870,123,2013,2025-08-27,1,73.57,In-Store,73.57
2871,171,2912,2025-10-23,2,104.99,In-Store,104.99
2872,155,2665,2024-01-23,1,219.88,In-Store,219.88
2873,125,2879,2025-03-20,5,62.64,In-Store,62.64
2874,200,2902,2022-11-10,3,241.01,In-Store,241.01
2875,186,2766,2025-04-19,1,28.06,In-Store,28.06
2876,101,2655,2024-11-25,1,187.97,Online,187.97
2877,119,2756,2023-10-09,1,212.28,Online,212.28
2878,192,2412,2023-10-29,5,53.05,Online,53.05
2879,129,2443,2025-10-28,2,216.59,Online,216.59
2880,102,2148,2023-06-05,3,186.75,In-Store,186.75
2881,146,2428,2024-02-01,2,26.18,In-Store,26.18
2882,150,2727,2025-12-29,2,33.26,Online,33.26
2883,175,2725,2024-07-05,1,233.98,In-Store,233.98
2884,139,2406,2025-09-24,3,168.34,Online,168.34
2885,198,2459,2024-01-31,2,105.92,In-Store,105.92
2886,198,2778,2024-07-23,2,105.92,Online,105.92
2887,116,2190,2023-09-02,2,98.84,Online,98.84
2888,149,2458,2024-08-17,3,198.31,In-Store,198.31
2889,116,2109,2024-04-12,1,98.84,In-Store,98.84
2890,148,2276,2025-06-17,5,139.42,In-Store,139.42
2891,198,2510,2024-10-07,5,105.92,In-Store,105.92
2892,133,2170,2023-07-22,1,212.0,In-Store,212.0
2893,106,2693,2024-10-20,5,117.81,Online,117.81
2894,134,2474,2025-12-26,4,99.74,In-Store,99.74
2895,160,2415,2024-09-16,2,232.36,In-Store,232.36
2896,143,2133,2025-09-12,5,39.04,In-Store,39.04
2897,108,2606,2024-12-04,5,61.68,Online,61.68
2898,105,2926,2024-07-07,2,57.72,In-Store,57.72
2899,114,2876,2024-07-17,1,195.54,Online,195.54
2900,188,2004,2025-11-23,2,20.04,In-Store,20.04
2901,128,2426,2025-01-19,4,101.59,In-Store,101.59
2902,193,2882,2025-01-02,5,74.03,In-Store,74.03
2903,169,2539,2025-08-30,5,167.77,Online,167.77
2904,103,2456,2024-07-30,1,111.26,In-Store,111.26
2905,188,2926,2023-02-11,2,20.04,In-Store,20.04
2906,153,2910,2024-10-16,3,55.98,In-Store,55.98
2907,198,2046,2024-11-13,2,105.92,In-Store,105.92
2908,154,2701,2024-07-02,2,111.25,In-Store,111.25
2909,109,2624,2025-06-10,2,101.18,Online,101.18
2910,169,2590,2025-09-01,5,167.77,In-Store,167.77
2911,171,2451,2025-03-08,5,104.99,In-Store,104.99
2912,175,2293,2025-01-11,4,233.98,Online,233.98
2913,142,2577,2024-11-02,3,248.84,In-Store,248.84
2914,104,2315,2025-03-21,4,65.84,In-Store,65.84
2915,192,2816,2023-01-06,2,53.05,Online,53.05
2916,125,2140,2025-06-08,4,62.64,In-Store,62.64
2917,136,2379,2025-12-03,4,220.89,Online,220.89
2918,193,2248,2023-03-13,5,74.03,Online,74.03
2919,103,2070,2024-12-19,5,111.26,Online,111.26
2920,173,2911,2025-11-05,2,159.08,Online,159.08
2921,124,2820,2024-03-31,1,112.82,Online,112.82
2922,165,2945,2024-05-24,2,240.59,In-Store,240.59
2923,154,2541,2025-05-10,4,111.25,Online,111.25
2924,194,2858,2025-07-29,1,216.06,Online,216.06
2925,154,2845,2023-09-01,2,111.25,In-Store,111.25
2926,161,2790,2024-02-02,1,177.18,Online,177.18
2927,162,2775,2024-02-11,2,55.58,In-Store,55.58
2928,132,2826,2022-08-14,2,243.25,Online,243.25
2929,158,2719,2025-03-28,1,126.55,In-Store,126.55
2930,132,2162,2023-11-16,3,243.25,Online,243.25
2931,177,2847,2024-12-24,5,246.12,In-Store,246.12
2932,123,2061,2025-12-19,2,73.57,In-Store,73.57
2933,108,2771,2025-04-10,4,61.68,In-Store,61.68
2934,193,2598,2025-09-28,2,74.03,Online,74.03
2935,139,2399,2024-12-23,2,168.34,In-Store,168.34
2936,152,2936,2024-06-05,4,106.63,In-Store,106.63
2937,101,2580,2024-10-23,4,187.97,In-Store,187.97
2938,133,2932,2025-09-29,1,212.0,In-Store,212.0
2939,179,2964,2025-01-25,5,37.7,Online,37.7
2940,137,2335,2023-10-29,5,67.81,Online,67.81
2941,193,2011,2024-04-17,3,74.03,In-Store,74.03
2942,193,2321,2024-09-07,5,74.03,Online,74.03
2943,136,2302,2024-12-19,1,220.89,Online,220.89
2944,193,2077,2024-12-11,4,74.03,Online,74.03
2945,129,2882,2024-02-01,2,216.59,In-Store,216.59
2946,147,2688,2024-12-06,1,133.4,In-Store,133.4
2947,145,2996,2025-08-22,2,62.85,In-Store,62.85
2948,151,2473,2024-04-09,3,108.66,In-Store,108.66
2949,190,2524,2024-05-22,4,197.23,Online,197.23
2950,169,2828,2024-05-13,4,167.77,Online,167.77
2951,135,2791,2024-11-15,4,87.8,Online,87.8
2952,105,2895,2024-12-18,1,57.72,In-Store,57.72
2953,185,2519,2022-11-22,4,142.4,Online,142.4
2954,168,2180,2024-10-11,3,152.68,Online,152.68
2955,135,2198,2025-11-24,5,87.8,In-Store,87.8
2956,127,2432,2025-11-25,4,200.1,Online,200.1
2957,158,2320,2025-06-30,4,126.55,In-Store,126.55
2958,173,2436,2025-11-22,1,159.08,In-Store,159.08
2959,104,2147,2025-04-30,3,65.84,Online,65.84
2960,119,2135,2025-04-30,4,212.28,In-Store,212.28
2961,133,2480,2025-09-25,4,212.0,In-Store,212.0
2962,118,2172,2025-02-25,3,120.94,Online,120.94
2963,187,2953,2023-07-28,4,149.8,In-Store,149.8
2964,158,2991,2023-03-27,2,126.55,Online,126.55
2965,119,2237,2025-03-05,5,212.28,In-Store,212.28
2966,117,2010,2024-11-29,5,156.19,In-Store,156.19
2967,183,2507,2024-09-07,1,209.04,In-Store,209.04
2968,116,2171,2024-10-20,1,98.84,Online,98.84
2969,157,2507,2024-12-28,4,232.33,In-Store,232.33
2970,199,2831,2024-07-29,5,37.68,In-Store,37.68
2971,152,2393,2024-08-05,4,106.63,In-Store,106.63
2972,124,2613,2025-11-19,3,112.82,Online,112.82
2973,181,2838,2024-08-28,2,175.0,In-Store,175.0
2974,186,2795,2024-04-29,4,28.06,Online,28.06
2975,184,2325,2024-10-08,3,195.07,In-Store,195.07
2976,162,2688,2025-06-30,1,55.58,Online,55.58
2977,173,2416,2025-03-02,1,159.08,In-Store,159.08
2978,179,2388,2024-06-30,2,37.7,Online,37.7
2979,190,2059,2024-11-10,1,197.23,Online,197.23
2980,120,2006,2025-10-18,2,203.21,In-Store,203.21
2981,142,2645,2025-05-11,3,248.84,In-Store,248.84
2982,137,2383,2025-08-03,5,67.81,Online,67.81
2983,200,2515,2025-08-09,5,241.01,In-Store,241.01
2984,107,2457,2024-09-21,1,177.55,In-Store,177.55
2985,197,2361,2025-07-26,1,217.44,Online,217.44
2986,127,2653,2025-05-06,1,200.1,In-Store,200.1
2987,135,2103,2024-11-20,1,87.8,In-Store,87.8
2988,121,2176,2025-03-11,3,60.64,In-Store,60.64
2989,117,2415,2025-05-03,1,156.19,Online,156.19
2990,174,2931,2025-12-18,3,139.03,Online,139.03
2991,174,2383,2025-06-13,1,139.03,Online,139.03
2992,164,2506,2025-05-22,3,22.03,In-Store,22.03
2993,169,2595,2025-11-09,5,167.77,Online,167.77
2994,124,2057,2025-09-09,1,112.82,In-Store,112.82
2995,176,2304,2025-10-12,2,78.4,In-Store,78.4
2996,146,2851,2025-04-15,2,26.18,In-Store,26.18
2997,141,2304,2025-11-10,1,232.94,In-Store,232.94
2998,163,2820,2023-05-25,3,186.58,In-Store,186.58
2999,172,2528,2023-03-05,4,232.96,Online,232.96
3000,189,2056,2023-01-17,4,60.42,Online,60.42
3001,147,2461,2025-02-28,3,133.4,In-Store,133.4
3002,151,2133,2025-12-19,3,108.66,Online,108.66
3003,119,2077,2025-01-23,2,212.28,Online,212.28
3004,104,2519,2024-02-22,2,65.84,Online,65.84
3005,154,2988,2024-12-16,3,111.25,In-Store,111.25
3006,189,2759,2025-06-24,4,60.42,In-Store,60.42
3007,190,2170,2025-08-19,4,197.23,In-Store,197.23
3008,164,2820,2025-07-04,1,22.03,In-Store,22.03
3009,146,2336,2024-02-27,3,26.18,In-Store,26.18
3010,174,2549,2024-08-02,2,139.03,In-Store,139.03
3011,184,2449,2025-11-16,2,195.07,Online,195.07
3012,195,2865,2025-03-21,4,93.92,In-Store,93.92
3013,190,2930,2024-10-19,1,197.23,Online,197.23
3014,157,2310,2025-11-05,5,232.33,In-Store,232.33
3015,115,2355,2024-09-02,2,101.23,In-Store,101.23
3016,148,2626,2024-04-25,3,139.42,In-Store,139.42
3017,164,2967,2024-09-10,4,22.03,Online,22.03
3018,147,2494,2024-01-17,5,133.4,Online,133.4
3019,177,2464,2025-09-13,3,246.12,In-Store,246.12
3020,181,2523,2025-05-25,1,175.0,In-Store,175.0
3021,125,2911,2025-10-12,4,62.64,Online,62.64
3022,192,2605,2024-06-28,5,53.05,Online,53.05
3023,166,2062,2025-05-14,5,152.81,Online,152.81
3024,143,2610,2024-07-08,4,39.04,Online,39.04
3025,121,2887,2023-03-27,1,60.64,In-Store,60.64
3026,125,2685,2024-03-11,2,62.64,In-Store,62.64
3027,190,2292,2025-12-04,4,197.23,In-Store,197.23
3028,107,2321,2023-12-31,4,177.55,In-Store,177.55
3029,162,2007,2024-07-31,3,55.58,Online,55.58
3030,137,2170,2024-05-18,5,67.81,In-Store,67.81
3031,147,2655,2025-02-03,4,133.4,In-Store,133.4
3032,171,2973,2025-06-17,3,104.99,In-Store,104.99
3033,134,2455,2024-04-16,2,99.74,In-Store,99.74
3034,154,2527,2024-04-10,1,111.25,In-Store,111.25
3035,186,2212,2025-07-30,2,28.06,Online,28.06
3036,126,2053,2025-04-08,5,191.39,In-Store,191.39
3037,193,2841,2025-05-06,4,74.03,Online,74.03
3038,150,2913,2022-11-01,5,33.26,Online,33.26
3039,176,2551,2023-05-18,5,78.4,Online,78.4
3040,179,2879,2025-09-02,5,37.7,In-Store,37.7
3041,107,2516,2024-05-25,3,177.55,Online,177.55
3042,128,2322,2022-12-17,5,101.59,In-Store,101.59
3043,149,2979,2024-10-07,3,198.31,Online,198.31
3044,149,2139,2025-08-18,5,198.31,In-Store,198.31
3045,141,2669,2025-11-02,5,232.94,Online,232.94
3046,182,2805,2023-09-13,4,227.28,In-Store,227.28
3047,120,2346,2025-02-13,2,203.21,In-Store,203.21
3048,164,2805,2023-12-01,3,22.03,Online,22.03
3049,101,2144,2024-08-17,1,187.97,Online,187.97
3050,160,2059,2023-12-10,5,232.36,In-Store,232.36
3051,199,2957,2025-03-23,2,37.68,In-Store,37.68
3052,113,2326,2025-03-29,2,56.15,In-Store,56.15
3053,145,2679,2024-12-28,1,62.85,In-Store,62.85
3054,167,2002,2024-03-16,2,235.98,In-Store,235.98
3055,164,2842,2024-04-07,1,22.03,Online,22.03
3056,114,2772,2025-01-23,5,195.54,In-Store,195.54
3057,135,2598,2024-11-03,1,87.8,In-Store,87.8
3058,124,2718,2023-12-05,5,112.82,Online,112.82
3059,178,2747,2025-05-19,5,81.85,Online,81.85
3060,149,2007,2024-11-30,4,198.31,Online,198.31
3061,136,2607,2024-03-27,4,220.89,Online,220.89
3062,165,2493,2024-05-17,4,240.59,In-Store,240.59
3063,109,2718,2024-11-14,1,101.18,Online,101.18
3064,117,2118,2023-11-01,3,156.19,Online,156.19
3065,128,2077,2025-10-06,2,101.59,In-Store,101.59
3066,142,2656,2024-12-14,3,248.84,Online,248.84
3067,185,2904,2024-09-09,4,142.4,Online,142.4
3068,129,2941,2024-02-27,1,216.59,In-Store,216.59
3069,184,2588,2023-03-12,4,195.07,In-Store,195.07
3070,142,2822,2025-01-14,3,248.84,In-Store,248.84
3071,185,2992,2024-04-02,4,142.4,In-Store,142.4
3072,104,2365,2025-07-27,3,65.84,In-Store,65.84
3073,175,2185,2025-11-22,1,233.98,Online,233.98
3074,123,2827,2023-03-31,5,73.57,In-Store,73.57
3075,137,2525,2023-04-16,2,67.81,In-Store,67.81
3076,141,2638,2025-10-04,3,232.94,In-Store,232.94
3077,105,2952,2024-03-23,2,57.72,In-Store,57.72
3078,175,2663,2025-06-12,4,233.98,In-Store,233.98
3079,172,2859,2024-10-03,2,232.96,Online,232.96
3080,155,2288,2025-10-17,3,219.88,In-Store,219.88
3081,117,2323,2023-12-06,2,156.19,Online,156.19
3082,174,2639,2023-10-29,5,139.03,In-Store,139.03
3083,161,2616,2023-08-29,5,177.18,Online,177.18
3084,150,2703,2024-03-28,3,33.26,In-Store,33.26
3085,154,2778,2024-11-29,5,111.25,Online,111.25
3086,118,2087,2024-12-07,2,120.94,In-Store,120.94
3087,179,2811,2025-12-01,3,37.7,In-Store,37.7
3088,151,2261,2025-02-26,2,108.66,In-Store,108.66
3089,198,2113,2023-06-08,4,105.92,In-Store,105.92
3090,139,2847,2022-06-03,1,168.34,In-Store,168.34
3091,143,2713,2023-05-10,3,39.04,Online,39.04
3092,101,2282,2023-06-28,2,187.97,In-Store,187.97
3093,172,2999,2023-08-30,2,232.96,In-Store,232.96
3094,118,2497,2025-07-17,4,120.94,Online,120.94
3095,110,2398,2025-11-22,5,73.49,Online,73.49
3096,110,2188,2025-07-19,2,73.49,In-Store,73.49
3097,157,2205,2022-11-21,4,232.33,Online,232.33
3098,183,2764,2025-06-16,5,209.04,Online,209.04
3099,149,2683,2025-03-26,5,198.31,Online,198.31
3100,178,2069,2025-10-20,1,81.85,In-Store,81.85
3101,157,2406,2025-05-05,5,232.33,Online,232.33
3102,143,2463,2024-04-12,3,39.04,Online,39.04
3103,178,2752,2025-09-22,2,81.85,Online,81.85
3104,142,2336,2024-10-21,2,248.84,Online,248.84
3105,146,2672,2025-01-25,5,26.18,In-Store,26.18
3106,102,2337,2023-06-30,2,186.75,Online,186.75
3107,186,2686,2024-05-23,5,28.06,In-Store,28.06
3108,126,2590,2024-08-10,2,191.39,Online,191.39
3109,167,2172,2024-05-03,5,235.98,In-Store,235.98
3110,157,2566,2024-12-23,1,232.33,Online,232.33
3111,169,2807,2025-02-10,1,167.77,Online,167.77
3112,160,2723,2025-11-18,1,232.36,In-Store,232.36
3113,155,2521,2023-08-31,4,219.88,Online,219.88
3114,190,2618,2024-12-11,5,197.23,Online,197.23
3115,179,2376,2025-09-13,4,37.7,In-Store,37.7
3116,128,2152,2025-10-28,1,101.59,In-Store,101.59
3117,188,2224,2023-04-08,4,20.04,Online,20.04
3118,158,2147,2025-10-15,5,126.55,In-Store,126.55
3119,120,2302,2022-09-27,3,203.21,In-Store,203.21
3120,113,2816,2024-04-22,4,56.15,Online,56.15
3121,165,2012,2023-11-05,5,240.59,In-Store,240.59
3122,193,2040,2024-09-04,3,74.03,In-Store,74.03
3123,107,2517,2024-11-06,5,177.55,Online,177.55
3124,189,2613,2024-12-12,3,60.42,In-Store,60.42
3125,134,2580,2025-10-09,4,99.74,Online,99.74
3126,183,2456,2023-10-17,4,209.04,Online,209.04
3127,180,2680,2025-03-02,5,77.62,In-Store,77.62
3128,121,2465,2025-05-30,2,60.64,Online,60.64
3129,139,2461,2024-11-13,4,168.34,In-Store,168.34
3130,173,2153,2025-02-14,4,159.08,In-Store,159.08
3131,192,2163,2025-02-20,5,53.05,Online,53.05
3132,122,2439,2024-12-14,1,167.31,Online,167.31
3133,159,2538,2023-12-23,3,49.51,In-Store,49.51
3134,159,2420,2025-04-20,5,49.51,In-Store,49.51
3135,133,2906,2023-04-18,3,212.0,Online,212.0
3136,143,2417,2025-03-02,2,39.04,In-Store,39.04
3137,198,2509,2025-01-16,2,105.92,In-Store,105.92
3138,141,2851,2024-12-30,2,232.94,Online,232.94
3139,163,2066,2025-05-19,5,186.58,In-Store,186.58
3140,116,2181,2025-11-19,5,98.84,In-Store,98.84
3141,163,2228,2025-08-13,3,186.58,Online,186.58
3142,152,2459,2025-12-01,3,106.63,In-Store,106.63
3143,160,2786,2025-03-14,3,232.36,Online,232.36
3144,176,2208,2023-09-25,3,78.4,In-Store,78.4
3145,189,2054,2024-06-22,4,60.42,In-Store,60.42
3146,183,2448,2024-08-15,5,209.04,In-Store,209.04
3147,196,2015,2025-09-21,4,168.41,Online,168.41
3148,102,2689,2024-10-10,1,186.75,In-Store,186.75
3149,145,2806,2025-01-14,2,62.85,In-Store,62.85
3150,115,2880,2023-09-16,1,101.23,Online,101.23
3151,139,2766,2024-04-16,3,168.34,In-Store,168.34
3152,169,2131,2024-04-03,1,167.77,In-Store,167.77
3153,116,2598,2024-12-16,4,98.84,In-Store,98.84
3154,179,2026,2025-05-21,5,37.7,Online,37.7
3155,139,2029,2025-10-15,2,168.34,In-Store,168.34
3156,112,2806,2024-10-24,1,80.36,Online,80.36
3157,191,2492,2025-01-20,2,217.51,In-Store,217.51
3158,184,2100,2025-03-31,5,195.07,In-Store,195.07
3159,126,2170,2022-11-09,4,191.39,In-Store,191.39
3160,196,2787,2023-07-05,3,168.41,In-Store,168.41
3161,125,2349,2024-07-18,1,62.64,Online,62.64
3162,126,2317,2025-09-17,3,191.39,In-Store,191.39
3163,121,2787,2025-02-14,3,60.64,In-Store,60.64
3164,160,2432,2025-05-03,1,232.36,In-Store,232.36
3165,160,2935,2022-11-16,1,232.36,In-Store,232.36
3166,147,2255,2025-07-03,2,133.4,Online,133.4
3167,121,2641,2025-10-12,3,60.64,Online,60.64
3168,105,2937,2025-01-03,1,57.72,In-Store,57.72
3169,114,2887,2023-06-05,3,195.54,In-Store,195.54
3170,150,2187,2025-10-25,5,33.26,In-Store,33.26
3171,193,2729,2024-06-20,2,74.03,Online,74.03
3172,199,2863,2024-09-21,3,37.68,In-Store,37.68
3173,112,2580,2024-08-14,2,80.36,In-Store,80.36
3174,126,2589,2025-06-02,2,191.39,In-Store,191.39
3175,197,2270,2025-05-14,3,217.44,Online,217.44
3176,173,2520,2025-12-02,3,159.08,In-Store,159.08
3177,105,2349,2024-06-11,2,57.72,Online,57.72
3178,138,2569,2025-09-27,4,185.66,In-Store,185.66
3179,175,2029,2024-08-30,4,233.98,Online,233.98
3180,147,2285,2025-06-08,1,133.4,In-Store,133.4
